Protein Group	SubGroup	Protein	Protein ID	Entry Name	Gene Names	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Unique Stripped Peptides	Summarized Total Spectral Count	Summarized Unique Spectral Count	Summarized Razor Spectral Count	qx017084_EGFP_1 Total Spectral Count	qx017084_EGFP_1 Unique Spectral Count	qx017084_EGFP_1 Razor Spectral Count	qx017084_EGFP_1 Total Intensity	qx017084_EGFP_1 Unique Intensity	qx017084_EGFP_1 Razor Intensity	qx017098_EGFP_2 Total Spectral Count	qx017098_EGFP_2 Unique Spectral Count	qx017098_EGFP_2 Razor Spectral Count	qx017098_EGFP_2 Total Intensity	qx017098_EGFP_2 Unique Intensity	qx017098_EGFP_2 Razor Intensity	qx017108_EGFP_4 Total Spectral Count	qx017108_EGFP_4 Unique Spectral Count	qx017108_EGFP_4 Razor Spectral Count	qx017108_EGFP_4 Total Intensity	qx017108_EGFP_4 Unique Intensity	qx017108_EGFP_4 Razor Intensity	qx017176_NSP2_1 Total Spectral Count	qx017176_NSP2_1 Unique Spectral Count	qx017176_NSP2_1 Razor Spectral Count	qx017176_NSP2_1 Total Intensity	qx017176_NSP2_1 Unique Intensity	qx017176_NSP2_1 Razor Intensity	qx017177_NSP2_2 Total Spectral Count	qx017177_NSP2_2 Unique Spectral Count	qx017177_NSP2_2 Razor Spectral Count	qx017177_NSP2_2 Total Intensity	qx017177_NSP2_2 Unique Intensity	qx017177_NSP2_2 Razor Intensity	qx017178_NSP2_3 Total Spectral Count	qx017178_NSP2_3 Unique Spectral Count	qx017178_NSP2_3 Razor Spectral Count	qx017178_NSP2_3 Total Intensity	qx017178_NSP2_3 Unique Intensity	qx017178_NSP2_3 Razor Intensity	Indistinguishable Proteins
687	a	sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	533	27	Homo sapiens OX=9606	1:Experimental evidence at protein level	D-3-phosphoglycerate dehydrogenase 	1	0.999	11	34	34	34	7	7	7	1658874	1658874	1658874	4	4	4	1911154	1911154	1911154	2	2	2	505517	505517	505517	8	8	8	2242549	2242549	2242549	7	7	7	2347764	2347764	2347764	6	6	6	3531049	3531049	3531049	
688	a	sp|O43670|ZN207_HUMAN	O43670	ZN207_HUMAN	ZNF207	478	6	Homo sapiens OX=9606	1:Experimental evidence at protein level	BUB3-interacting and GLEBS motif-containing protein ZNF207 	1	0.999	3	6	6	6	0	0	0	0	0	0	2	2	2	1505113	1505113	1505113	2	2	2	1125797	1125797	1125797	1	1	1	394480	394480	394480	0	0	0	0	0	0	1	1	1	1622328	1622328	1622328	
689	a	sp|O60264|SMCA5_HUMAN	O60264	SMCA5_HUMAN	SMARCA5	1052	12	Homo sapiens OX=9606	1:Experimental evidence at protein level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 	1	0.999	12	11	11	11	1	1	1	466970	466970	466970	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	3537993	3537993	3537993	0	0	0	0	0	0	0	0	0	0	0	0	
690	b	sp|Q13442|HAP28_HUMAN	Q13442	HAP28_HUMAN	PDAP1	181	47	Homo sapiens OX=9606	1:Experimental evidence at protein level	28 kDa heat- and acid-stable phosphoprotein 	1	0.999	11	44	43	44	5	5	5	2789120	2789120	2789120	11	11	11	14982255	14982255	14982255	8	8	8	10402174	10402174	10402174	6	6	6	3349621	3349621	3349621	3	3	3	798412	798412	798412	11	10	11	16160018	12188670	16160018	
690	a	sp|O60841|IF2P_HUMAN	O60841	IF2P_HUMAN	EIF5B	1220	25	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5B 	1	0.999	24	63	62	63	12	12	12	16384212	16384212	16384212	20	19	20	26717714	19301483	26717714	12	12	12	5142241	5142241	5142241	4	4	4	1971832	1971832	1971832	3	3	3	3482610	3482610	3482610	12	12	12	6082822	6082822	6082822	
691	a	sp|O75694|NU155_HUMAN	O75694	NU155_HUMAN	NUP155	1391	13	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear pore complex protein Nup155 	1	0.999	12	20	20	20	3	3	3	351519	351519	351519	1	1	1	252309	252309	252309	3	3	3	1010811	1010811	1010811	6	6	6	1478951	1478951	1478951	4	4	4	951603	951603	951603	3	3	3	750299	750299	750299	
1023	a	sp|P00846|ATP6_HUMAN	P00846	ATP6_HUMAN	MT-ATP6	226	4	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP synthase subunit a 	0.9731	0.999	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	648060	648060	648060	1	1	1	611688	611688	611688	1	1	1	847235	847235	847235	
693	a	sp|O76003|GLRX3_HUMAN	O76003	GLRX3_HUMAN	GLRX3	335	27	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutaredoxin-3 	1	0.999	8	3	3	3	0	0	0	0	0	0	1	1	1	617153	617153	617153	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	313273	313273	313273	1	1	1	366246	366246	366246	
694	a	sp|O95232|LC7L3_HUMAN	O95232	LC7L3_HUMAN	LUC7L3	432	44	Homo sapiens OX=9606	1:Experimental evidence at protein level	Luc7-like protein 3 	1	0.999	20	129	129	129	22	22	22	17812286	17812286	17812286	22	22	22	31759824	31759824	31759824	26	26	26	24021484	24021484	24021484	21	21	21	15071435	15071435	15071435	17	17	17	17261752	17261752	17261752	21	21	21	16965428	16965428	16965428	
695	a	sp|O95372|LYPA2_HUMAN	O95372	LYPA2_HUMAN	LYPLA2	231	39	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acyl-protein thioesterase 2 	1	0.999	7	16	16	16	3	3	3	2392438	2392438	2392438	3	3	3	2530833	2530833	2530833	0	0	0	0	0	0	3	3	3	1724973	1724973	1724973	3	3	3	1846202	1846202	1846202	4	4	4	1821352	1821352	1821352	
696	a	sp|P00338|LDHA_HUMAN	P00338	LDHA_HUMAN	LDHA	332	14	Homo sapiens OX=9606	1:Experimental evidence at protein level	L-lactate dehydrogenase A chain 	1	0.999	4	14	7	14	3	2	3	1152530	293516	1152530	4	3	4	2391633	1082507	2391633	2	0	2	1106313	0	1106313	2	1	2	1384595	543834	1384595	2	1	2	1473025	425832	1473025	1	0	1	1146838	0	1146838	
696	b	sp|P07195|LDHB_HUMAN	P07195	LDHB_HUMAN	LDHB	334	8	Homo sapiens OX=9606	1:Experimental evidence at protein level	L-lactate dehydrogenase B chain 	0.9989	0.999	2	10	3	3	2	1	1	1057780	198767	198767	2	1	1	1677335	368209	368209	3	1	1	1313287	206974	206974	1	0	0	840761	0	0	1	0	0	1047192	0	0	1	0	0	1146838	0	0	
697	a	sp|P00747|PLMN_HUMAN	P00747	PLMN_HUMAN	PLG	810	4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plasminogen 	1	0.999	3	6	6	6	1	1	1	271492	271492	271492	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	887874	887874	887874	2	2	2	1464914	1464914	1464914	2	2	2	1771122	1771122	1771122	
698	a	sp|P02795|MT2_HUMAN	P02795	MT2_HUMAN	MT2A	61	34	Homo sapiens OX=9606	1:Experimental evidence at protein level	Metallothionein-2 	1	0.999	3	14	14	14	2	2	2	4036008	4036008	4036008	3	3	3	4949859	4949859	4949859	3	3	3	2326740	2326740	2326740	2	2	2	4006033	4006033	4006033	2	2	2	3870601	3870601	3870601	2	2	2	3701378	3701378	3701378	"sp|P13640|MT1G_HUMAN, sp|P80297|MT1X_HUMAN"
699	a	sp|P05023|AT1A1_HUMAN	P05023	AT1A1_HUMAN	ATP1A1	1023	10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sodium/potassium-transporting ATPase subunit alpha-1 	1	0.999	10	15	11	15	1	0	1	196959	0	196959	1	1	1	229025	229025	229025	1	0	1	374166	0	374166	4	3	4	2547860	2443642	2547860	2	1	2	612627	374303	612627	6	6	6	2958845	2958845	2958845	
700	a	sp|P05141|ADT2_HUMAN	P05141	ADT2_HUMAN	SLC25A5	298	53	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP/ATP translocase 2 	1	0.999	18	88	36	88	11	4	11	27806589	6396046	27806589	17	6	17	53898275	16129394	53898275	15	5	15	34046180	5833524	34046180	15	7	15	21575960	9629026	21575960	15	7	15	58713946	9870956	58713946	15	7	15	34848764	9794223	34848764	
700	b	sp|P12236|ADT3_HUMAN	P12236	ADT3_HUMAN	SLC25A6	298	41	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP/ATP translocase 3 	1	0.999	15	63	11	11	8	1	1	27806589	543635	543635	14	3	3	53898275	2816152	2816152	11	1	1	34046180	682635	682635	10	2	2	21575960	1889602	1889602	10	2	2	58713946	1629969	1629969	10	2	2	34848764	1613087	1613087	
701	a	sp|P05388|RLA0_HUMAN	P05388	RLA0_HUMAN	RPLP0	317	38	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S acidic ribosomal protein P0 	1	0.999	9	24	24	24	7	7	7	2632151	2632151	2632151	8	8	8	4547470	4547470	4547470	0	0	0	0	0	0	9	9	9	4293865	4293865	4293865	0	0	0	0	0	0	0	0	0	0	0	0	
702	d	sp|P50750|CDK9_HUMAN	P50750	CDK9_HUMAN	CDK9	372	5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-dependent kinase 9 	0.9983	0.999	2	8	3	3	1	0	0	1126463	0	0	2	1	1	2252544	173422	173422	2	1	1	1130309	238840	238840	2	1	1	2349862	237433	237433	1	0	0	1067092	0	0	0	0	0	0	0	0	
702	c	sp|P24941|CDK2_HUMAN	P24941	CDK2_HUMAN	CDK2	298	11	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-dependent kinase 2 	0.9997	0.999	3	8	1	1	1	0	0	1126463	0	0	1	0	0	2079122	0	0	1	0	0	891470	0	0	2	0	0	2484981	0	0	2	0	0	1337651	0	0	1	1	1	458490	458490	458490	
702	b	sp|Q00535|CDK5_HUMAN	Q00535	CDK5_HUMAN	CDK5	292	22	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-dependent-like kinase 5 	1	0.999	6	17	12	12	4	3	3	1671371	763155	763155	4	3	3	2695630	770702	770702	1	0	0	891470	0	0	1	0	0	2112429	0	0	4	3	3	1478375	411282	411282	3	3	3	965202	965202	965202	
702	a	sp|P06493|CDK1_HUMAN	P06493	CDK1_HUMAN	CDK1	297	31	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-dependent kinase 1 	1	0.999	8	22	15	22	2	1	2	1359997	233533	1359997	3	2	3	3126488	1047366	3126488	1	0	1	891470	0	891470	5	3	5	2816873	868418	2816873	6	4	6	1817159	947804	1817159	5	5	5	1710938	1710938	1710938	
703	a	sp|P06733|ENOA_HUMAN	P06733	ENOA_HUMAN	ENO1	434	42	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-enolase 	1	0.999	17	65	59	65	11	10	11	6885583	6885583	6885583	12	11	12	9854866	9854866	9854866	10	9	10	4439859	4439859	4439859	11	10	11	7326805	7326805	7326805	10	9	10	6084396	6084396	6084396	11	10	11	7057058	7057058	7057058	
704	a	sp|P06748|NPM_HUMAN	P06748	NPM_HUMAN	NPM1	294	44	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleophosmin 	1	0.999	13	68	65	68	15	14	15	27690702	27690702	27690702	18	17	18	67588566	67588566	67588566	4	4	4	8127729	8127729	8127729	21	20	21	90432544	90432544	90432544	4	4	4	9008735	9008735	9008735	6	6	6	30300592	30300592	30300592	
705	a	sp|P07355|ANXA2_HUMAN	P07355	ANXA2_HUMAN	ANXA2	339	48	Homo sapiens OX=9606	1:Experimental evidence at protein level	Annexin A2 	1	0.999	14	28	28	28	2	2	2	567784	567784	567784	4	4	4	1873864	1873864	1873864	1	1	1	523781	523781	523781	4	4	4	2125237	2125237	2125237	5	5	5	1707144	1707144	1707144	12	12	12	5707350	5707350	5707350	
706	a	sp|P07477|TRY1_HUMAN	P07477	TRY1_HUMAN	PRSS1	247	15	Homo sapiens OX=9606	1:Experimental evidence at protein level	Trypsin-1 	1	0.999	5	36	30	36	2	1	2	43550239	41956488	43550239	5	4	5	175609872	173428148	175609872	6	5	6	193671616	193671616	193671616	6	5	6	58568957	58568957	58568957	9	8	9	93384724	93384724	93384724	8	7	8	112387500	112387500	112387500	
707	b	sp|Q9UKM9|RALY_HUMAN	Q9UKM9	RALY_HUMAN	RALY	306	18	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein Raly 	1	0.9981	6	5	5	5	1	1	1	230814	230814	230814	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	1949994	1949994	1949994	0	0	0	0	0	0	0	0	0	0	0	0	
707	a	sp|P07910|HNRPC_HUMAN	P07910	HNRPC_HUMAN	HNRNPC	306	37	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoproteins C1/C2 	1	0.999	14	39	38	39	15	15	15	21600730	21600730	21600730	10	10	10	16471155	16471155	16471155	0	0	0	0	0	0	14	13	14	43206752	43206752	43206752	0	0	0	0	0	0	0	0	0	0	0	0	
708	a	sp|P07919|QCR6_HUMAN	P07919	QCR6_HUMAN	UQCRH	91	28	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Cytochrome b-c1 complex subunit 6, mitochondrial "	1	0.999	2	7	7	7	0	0	0	0	0	0	1	1	1	698147	698147	698147	2	2	2	1056327	1056327	1056327	1	1	1	1226776	1226776	1226776	1	1	1	597710	597710	597710	2	2	2	1565597	1565597	1565597	
709	b	sp|P07900|HS90A_HUMAN	P07900	HS90A_HUMAN	HSP90AA1	732	17	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein HSP 90-alpha 	1	0.999	12	25	11	11	2	1	1	581864	175527	175527	3	2	2	1616808	999329	999329	4	2	2	931938	520007	520007	7	3	3	2133845	570041	570041	4	1	1	1832145	169180	169180	5	2	2	2488104	490601	490601	
709	a	sp|P08238|HS90B_HUMAN	P08238	HS90B_HUMAN	HSP90AB1	724	21	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein HSP 90-beta 	1	0.999	14	40	26	40	4	3	4	1341857	1236883	1341857	5	4	5	1512725	1316996	1512725	4	2	4	913413	273336	913413	12	8	12	2571044	1818720	2571044	8	5	8	2718905	2006924	2718905	7	4	7	3410758	2639831	3410758	
710	a	sp|P08559|ODPA_HUMAN	P08559	ODPA_HUMAN	PDHA1	390	11	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial "	1	0.999	4	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	307660	0	307660	2	0	2	792112	0	792112	1	0	1	261999	0	261999	0	0	0	0	0	0	
711	b	sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	34	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Keratin, type II cytoskeletal 1 "	1	0.999	23	66	52	66	1	0	1	836797	0	836797	7	5	7	4133014	3067069	4133014	10	8	10	72746514	3523452	72746514	20	16	20	14348132	13160682	14348132	12	9	12	4545386	4545386	4545386	16	14	16	12110313	11659563	12110313	
711	a	sp|P08670|VIME_HUMAN	P08670	VIME_HUMAN	VIM	466	57	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vimentin 	1	0.999	31	60	54	57	20	18	19	6199187	6199187	6199187	16	14	15	9022305	8805868	9022305	0	0	0	0	0	0	24	22	23	10256252	10256252	10256252	0	0	0	0	0	0	0	0	0	0	0	0	
711	c	sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	32	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Keratin, type II cytoskeletal 2 epidermal "	1	0.999	16	38	19	27	0	0	0	0	0	0	3	1	2	2611306	655543	990504	8	4	6	71246006	1282978	1527106	12	7	9	6980009	2934834	3082674	5	1	2	1364881	149265	457287	10	6	8	7354102	2981947	3473227	
711	d	sp|P13647|K2C5_HUMAN	P13647	K2C5_HUMAN	KRT5	590	8	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Keratin, type II cytoskeletal 5 "	1	0.9982	5	11	1	2	1	0	0	1576007	0	0	2	0	0	2906032	0	0	1	0	0	367777	0	0	4	1	2	1671481	330915	579098	2	0	0	669750	0	0	1	0	0	360468	0	0	
712	a	sp|P09429|HMGB1_HUMAN	P09429	HMGB1_HUMAN	HMGB1	215	51	Homo sapiens OX=9606	1:Experimental evidence at protein level	High mobility group protein B1 	1	0.999	15	132	91	132	17	10	17	26581826	22388006	26581826	33	25	33	234900704	204496092	234900704	22	17	22	119784284	87021876	119784284	19	11	19	42868388	33266932	42868388	9	5	9	17715817	16877553	17715817	32	23	32	242584312	173014232	242584312	
713	a	sp|P09874|PARP1_HUMAN	P09874	PARP1_HUMAN	PARP1	1014	62	Homo sapiens OX=9606	1:Experimental evidence at protein level	Poly [ADP-ribose] polymerase 1 	1	0.999	58	306	306	306	41	41	41	17833152	17833152	17833152	66	66	66	61345662	61345662	61345662	59	59	59	26148119	26148119	26148119	46	46	46	17629336	17629336	17629336	35	35	35	23722430	23722430	23722430	59	59	59	39439070	39439070	39439070	
714	c	sp|P11021|BIP_HUMAN	P11021	BIP_HUMAN	HSPA5	654	65	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoplasmic reticulum chaperone BiP 	1	0.999	47	237	213	213	15	12	12	34478784	4415847	4415847	15	13	13	61244134	7330736	7330736	19	15	15	44342754	4842971	4842971	66	60	60	166524928	83449204	83449204	60	56	56	186725844	107915188	107915188	62	57	57	249659524	118464438	118464438	
714	a	sp|P0DMV8|HS71A_HUMAN	P0DMV8	HS71A_HUMAN	HSPA1A	641	68	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock 70 kDa protein 1A 	1	0.999	46	344	254	290	38	27	32	76848994	46607526	52060484	45	31	36	95383876	61553076	72667673	46	32	38	81180938	48602612	53645301	69	49	57	169792232	89188672	97297354	67	52	58	156087654	70219512	70219512	79	63	69	294664160	90665708	91575702	sp|P0DMV9|HS71B_HUMAN
714	b	sp|P11142|HSP7C_HUMAN	P11142	HSP7C_HUMAN	HSPA8	646	69	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock cognate 71 kDa protein 	1	0.999	46	347	272	347	43	35	43	58533378	26454292	58533378	49	39	49	91416270	67644367	91416270	43	32	43	77075792	26579230	77075792	69	52	69	169792232	76853684	169792232	67	53	67	154489952	85102088	154489952	76	61	76	429419712	346295920	429419712	
715	a	sp|P0DN76|U2AF5_HUMAN	P0DN76	U2AF5_HUMAN	U2AF1L5	240	36	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor U2AF 35 kDa subunit-like protein 	1	0.999	7	38	38	38	5	5	5	10790025	10790025	10790025	9	9	9	24018360	24018360	24018360	7	7	7	12733772	12733772	12733772	6	6	6	7235744	7235744	7235744	6	6	6	6450005	6450005	6450005	5	5	5	14781670	14781670	14781670	sp|Q01081|U2AF1_HUMAN
716	a	sp|P0DPB5|RPC22_HUMAN	P0DPB5	RPC22_HUMAN	POLR1D	122	29	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Protein POLR1D, isoform 2 "	1	0.999	5	12	11	12	2	2	2	2705217	2705217	2705217	2	2	2	2624492	2624492	2624492	2	2	2	3200329	3200329	3200329	1	1	1	1303460	1303460	1303460	1	1	1	642277	642277	642277	4	3	4	6532543	6532543	6532543	
717	a	sp|P11387|TOP1_HUMAN	P11387	TOP1_HUMAN	TOP1	765	40	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA topoisomerase 1 	1	0.999	30	93	93	93	18	18	18	8906762	8906762	8906762	15	15	15	11724128	11724128	11724128	15	15	15	6238304	6238304	6238304	20	20	20	9906348	9906348	9906348	14	14	14	9292123	9292123	9292123	11	11	11	11603473	11603473	11603473	
718	a	sp|P11940|PABP1_HUMAN	P11940	PABP1_HUMAN	PABPC1	636	23	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polyadenylate-binding protein 1 	1	0.999	13	19	15	19	3	3	3	1769741	1769741	1769741	6	5	6	3506514	3506514	3506514	0	0	0	0	0	0	9	7	9	3089084	2919534	3089084	0	0	0	0	0	0	1	0	1	0	0	0	
719	a	sp|P12532|KCRU_HUMAN	P12532	KCRU_HUMAN	CKMT1A	417	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Creatine kinase U-type, mitochondrial "	1	0.999	3	2	2	2	0	0	0	0	0	0	1	1	1	1401707	1401707	1401707	1	1	1	303032	303032	303032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
720	a	sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	42	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Keratin, type I cytoskeletal 10 "	1	0.999	21	54	43	54	0	0	0	0	0	0	5	4	5	9223774	9223774	9223774	13	10	13	4601636	4571137	4601636	11	7	11	4689975	4226310	4689975	4	3	4	2431009	2276076	2431009	21	19	21	11818011	11818011	11818011	
721	a	sp|P13797|PLST_HUMAN	P13797	PLST_HUMAN	PLS3	630	28	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plastin-3 	1	0.999	15	35	35	35	8	8	8	1950978	1950978	1950978	5	5	5	1436034	1436034	1436034	8	8	8	3316797	3316797	3316797	4	4	4	1893874	1893874	1893874	5	5	5	3926683	3926683	3926683	5	5	5	2046939	2046939	2046939	
722	a	sp|P14174|MIF_HUMAN	P14174	MIF_HUMAN	MIF	115	23	Homo sapiens OX=9606	1:Experimental evidence at protein level	Macrophage migration inhibitory factor 	1	0.999	3	15	15	15	1	1	1	17870454	17870454	17870454	2	2	2	6891780	6891780	6891780	3	3	3	35527222	35527222	35527222	3	3	3	21737843	21737843	21737843	3	3	3	23085418	23085418	23085418	3	3	3	19543051	19543051	19543051	
723	a	sp|P14678|RSMB_HUMAN	P14678	RSMB_HUMAN	SNRPB	240	15	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein-associated proteins B and B' 	1	0.999	5	14	14	14	2	2	2	607082	607082	607082	5	5	5	3586084	3586084	3586084	1	1	1	241596	241596	241596	3	3	3	1324834	1324834	1324834	0	0	0	0	0	0	3	3	3	1335407	1335407	1335407	sp|P63162|RSMN_HUMAN
724	a	sp|P15170|ERF3A_HUMAN	P15170	ERF3A_HUMAN	GSPT1	499	10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A 	1	0.999	4	6	6	6	1	1	1	506054	506054	506054	1	1	1	668142	668142	668142	0	0	0	0	0	0	1	1	1	0	0	0	2	2	2	607434	607434	607434	1	1	1	147284	147284	147284	
725	a	sp|P15880|RS2_HUMAN	P15880	RS2_HUMAN	RPS2	293	48	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S2 	1	0.999	15	66	66	66	11	11	11	13716850	13716850	13716850	15	15	15	17786148	17786148	17786148	8	8	8	5695152	5695152	5695152	13	13	13	22312407	22312407	22312407	10	10	10	12356586	12356586	12356586	9	9	9	10018570	10018570	10018570	
726	g	sp|Q96QV6|H2A1A_HUMAN	Q96QV6	H2A1A_HUMAN	HIST1H2AA	131	0	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H2A type 1-A 	0.0177	0.9954	7	38	0	1	9	0	0	340253760	0	0	8	0	0	225058288	0	0	4	0	0	17987905	0	0	9	0	1	665005120	0	199173	3	0	0	5222324	0	0	5	0	0	17073908	0	0	
726	a	sp|P16104|H2AX_HUMAN	P16104	H2AX_HUMAN	H2AX	143	44	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H2AX 	1	0.999	10	38	4	4	8	0	0	305269632	0	0	7	0	0	225058288	0	0	4	0	0	17987905	0	0	12	4	4	665005120	32632243	32632243	3	0	0	5222324	0	0	4	0	0	15302517	0	0	
726	b	sp|P04908|H2A1B_HUMAN	P04908	H2A1B_HUMAN	H2AC4	130	40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H2A type 1-B/E 	1	0.999	7	39	0	6	10	0	2	305269632	0	13372357	9	0	2	225058288	0	3068750	4	0	0	17987905	0	0	9	0	2	665005120	0	8324688	3	0	0	5222324	0	0	4	0	0	15302517	0	0	sp|Q7L7L0|H2A3_HUMAN
726	c	sp|Q8IUE6|H2A2B_HUMAN	Q8IUE6	H2A2B_HUMAN	HIST2H2AB	130	40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H2A type 2-B 	0.9999	0.999	6	33	2	6	9	1	2	340253760	1269500	121327476	7	0	1	220629080	0	63272032	3	0	0	12264715	0	0	8	1	2	561454896	3473306	80774106	2	0	0	1484462	0	0	4	0	1	9411149	0	2794807	
726	e	sp|P0C0S8|H2A1_HUMAN	P0C0S8	H2A1_HUMAN	H2AC11	130	41	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H2A type 1 	0.9529	0.999	7	49	0	45	11	0	10	340253760	0	305269632	10	0	9	225058288	0	225058288	6	0	6	17987905	0	17987905	10	0	9	665005120	0	665005120	5	0	5	6171531	0	6171531	7	0	6	17073908	0	16465961	"sp|Q16777|H2A2C_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q9BTM1|H2AJ_HUMAN"
727	a	sp|P16152|CBR1_HUMAN	P16152	CBR1_HUMAN	CBR1	277	70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Carbonyl reductase [NADPH] 1 	1	0.999	17	49	49	49	5	5	5	2450441	2450441	2450441	5	5	5	2807326	2807326	2807326	10	10	10	3992234	3992234	3992234	9	9	9	4594390	4594390	4594390	12	12	12	3920713	3920713	3920713	8	8	8	3390658	3390658	3390658	
728	a	sp|P16403|H12_HUMAN	P16403	H12_HUMAN	H1-2	213	39	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H1.2 	1	0.999	13	83	18	83	18	3	18	142177628	34592907	142177628	18	4	18	116618210	38306830	116618210	11	3	11	23069485	12293024	23069485	17	5	17	325011256	91057615	325011256	9	1	9	19111111	1489258	19111111	10	2	10	23767720	3776470	23767720	
728	b	sp|P10412|H14_HUMAN	P10412	H14_HUMAN	H1-4	219	30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H1.4 	1	0.9988	11	77	12	12	21	6	6	131832142	4219138	4219138	18	4	4	111518382	1932450	1932450	8	0	0	17187298	0	0	14	2	2	309513132	9205408	9205408	8	0	0	19111111	0	0	8	0	0	23767720	0	0	
728	c	sp|P16402|H13_HUMAN	P16402	H13_HUMAN	H1-3	221	25	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H1.3 	1	0.999	9	66	2	2	15	1	1	131832142	0	0	14	0	0	111518382	0	0	8	0	0	17187298	0	0	13	1	1	309513132	0	0	8	0	0	19111111	0	0	8	0	0	23767720	0	0	
729	a	sp|P16615|AT2A2_HUMAN	P16615	AT2A2_HUMAN	ATP2A2	1042	8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 	1	0.999	7	13	13	13	0	0	0	0	0	0	1	1	1	327652	327652	327652	0	0	0	0	0	0	3	3	3	968278	968278	968278	5	5	5	993424	993424	993424	4	4	4	890833	890833	890833	
730	a	sp|P17812|PYRG1_HUMAN	P17812	PYRG1_HUMAN	CTPS1	591	44	Homo sapiens OX=9606	1:Experimental evidence at protein level	CTP synthase 1 	1	0.999	20	39	39	39	7	7	7	2189735	2189735	2189735	8	8	8	2838688	2838688	2838688	7	7	7	1525505	1525505	1525505	5	5	5	1897235	1897235	1897235	7	7	7	1799054	1799054	1799054	5	5	5	1135480	1135480	1135480	
